festivalId,year,date,month,paksha,tithi,location,sourceUrl,verified,reviewNotes
RADHAPRASAD_DEVJI_UTSAV,2031,2031-05-25,JYESHTHA,SHUKLA,4,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=25/05/2031,true,Drik Panchang Vrindavan Gregorian month grid: May 2031; lunar range Vaishakha - Jyeshtha 2088; cell tithi Chaturthi Shukla; sunrise-day calendar.
RADHASHARAN_DEVJI_UTSAV,2031,2031-05-27,JYESHTHA,SHUKLA,6,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=27/05/2031,true,Drik Panchang Vrindavan Gregorian month grid: May 2031; lunar range Vaishakha - Jyeshtha 2088; cell tithi Shashthi Shukla; sunrise-day calendar.
NAVALDAS_JI_UTSAV,2031,2031-05-30,JYESHTHA,SHUKLA,9,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=30/05/2031,true,Drik Panchang Vrindavan Gregorian month grid: May 2031; lunar range Vaishakha - Jyeshtha 2088; cell tithi Navami Shukla; sunrise-day calendar.
MOHINI_NIKUNJ_TATIYA_STHAN_UTSAV,2031,2031-06-01,JYESHTHA,SHUKLA,11,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=01/06/2031,true,Drik Panchang Vrindavan Gregorian month grid: June 2031; lunar range Jyeshtha - Ashadha 2088; cell tithi Ekadashi Shukla; sunrise-day calendar.
VARTAMAN_VIRAJMAN_GADDI_MAHOTSAV,2031,2031-06-14,ASHADH,KRISHNA,10,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=14/06/2031,true,Drik Panchang Vrindavan Gregorian month grid: June 2031; lunar range Jyeshtha - Ashadha 2088; cell tithi Dashami Krishna; sunrise-day calendar.
GURU_PURNIMA_PAVAS_MAHOTSAV,2031,2031-07-04,ASHADH,SHUKLA,15,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=04/07/2031,true,Drik Panchang Vrindavan Gregorian month grid: July 2031; lunar range Ashadha - Shravana 2088; cell tithi Purnima Shukla; sunrise-day calendar.
BIHARINIDEVJI_JHULANOTSAV,2031,2031-07-22,SHRAVAN,SHUKLA,3,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=22/07/2031,true,Drik Panchang Vrindavan Gregorian month grid: July 2031; lunar range Ashadha - Shravana 2088; cell tithi Tritiya Shukla; sunrise-day calendar.
RADHASHTAMI,2031,2031-09-24,BHADRAPAD,SHUKLA,8,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=24/09/2031,true,Drik Panchang Vrindavan Gregorian month grid: September 2031; lunar range Bhadrapada - Bhadrapada 2088; cell tithi Ashtami Shukla; sunrise-day calendar.
DUSSEHRA_UTSAV,2031,2031-10-25,ASHWIN,SHUKLA,10,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=25/10/2031,true,Drik Panchang Vrindavan Gregorian month grid: October 2031; lunar range Ashwina - Kartika 2088; cell tithi Dashami Shukla; sunrise-day calendar.
SARASOTSAV,2031,2031-10-30,ASHWIN,SHUKLA,15,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=30/10/2031,true,Drik Panchang Vrindavan Gregorian month grid: October 2031; lunar range Ashwina - Kartika 2088; cell tithi Purnima Shukla; sunrise-day calendar.
ANANTKOOT_MAHOTSAV,2031,2031-12-07,AGAHAN,KRISHNA,8,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=07/12/2031,true,Drik Panchang Vrindavan Gregorian month grid: December 2031; lunar range Margashirsha - Pausha 2088; cell tithi Ashtami Krishna; sunrise-day calendar.
RANCHHODDAS_JI_UTSAV,2031,2031-12-11,AGAHAN,KRISHNA,12,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=11/12/2031,true,Drik Panchang Vrindavan Gregorian month grid: December 2031; lunar range Margashirsha - Pausha 2088; cell tithi Dwadashi Krishna; sunrise-day calendar.
BIHAR_PANCHAMI,2031,2031-12-18,AGAHAN,SHUKLA,5,Vrindavan,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253079&date=18/12/2031,true,Drik Panchang Vrindavan Gregorian month grid: December 2031; lunar range Margashirsha - Pausha 2088; cell tithi Panchami Shukla; sunrise-day calendar.
